geo,time,kpi,population,trend,week_sin,week_cos,TikTok_media,TikTok_spend,Facebook_media,Facebook_spend,Google_Ads_media,Google_Ads_spend
national_geo,2018-08-05,11751.39,1.0,0.1507537688442211,-0.46472317204376806,-0.8854560256532101,0.0,0.0,4793.1,4793.1,1898.5,1898.5
national_geo,2018-08-12,9151.2,1.0,0.15577889447236182,-0.5680647467311556,-0.8229838658936566,0.0,0.0,5880.18,5880.18,0.0,0.0
national_geo,2018-08-19,9141.46,1.0,0.16080402010050251,-0.663122658240795,-0.7485107481711013,0.0,0.0,0.0,0.0,2499.44,2499.44
national_geo,2018-08-26,7399.92,1.0,0.1658291457286432,-0.7485107481711011,-0.6631226582407952,0.0,0.0,5387.28,5387.28,0.0,0.0
national_geo,2018-09-02,10893.16,1.0,0.1708542713567839,-0.8229838658936564,-0.5680647467311559,9304.18,9304.18,2744.44,2744.44,0.0,0.0
national_geo,2018-09-09,11550.47,1.0,0.17587939698492464,-0.8854560256532096,-0.4647231720437691,0.0,0.0,3977.49,3977.49,1743.09,1743.09
national_geo,2018-09-16,8672.09,1.0,0.18090452261306533,-0.9350162426854147,-0.3546048870425359,0.0,0.0,0.0,0.0,1979.13,1979.13
national_geo,2018-09-23,9427.22,1.0,0.18592964824120603,-0.970941817426052,-0.23931566428755774,0.0,0.0,3343.28,3343.28,1802.4,1802.4
national_geo,2018-09-30,8036.91,1.0,0.19095477386934673,-0.992708874098054,-0.12053668025532357,0.0,0.0,0.0,0.0,1764.47,1764.47
national_geo,2018-10-07,11240.58,1.0,0.19597989949748743,-1.0,-1.8369701987210297e-16,9395.39,9395.39,0.0,0.0,1771.96,1771.96
national_geo,2018-10-14,12386.83,1.0,0.20100502512562815,-0.992708874098054,0.1205366802553232,7902.89,7902.89,0.0,0.0,2351.0,2351.0
national_geo,2018-10-21,12513.84,1.0,0.20603015075376885,-0.9709418174260521,0.23931566428755738,7159.96,7159.96,0.0,0.0,1973.4,1973.4
national_geo,2018-10-28,12235.08,1.0,0.21105527638190955,-0.9350162426854148,0.35460488704253557,6587.46,6587.46,5567.29,5567.29,0.0,0.0
national_geo,2018-11-04,11895.78,1.0,0.21608040201005024,-0.8854560256532101,0.464723172043768,13901.55,13901.55,0.0,0.0,0.0,0.0
national_geo,2018-11-11,10047.41,1.0,0.22110552763819097,-0.822983865893657,0.5680647467311548,0.0,0.0,0.0,0.0,0.0,0.0
national_geo,2018-11-18,9705.39,1.0,0.22613065326633167,-0.7485107481711011,0.6631226582407952,0.0,0.0,0.0,0.0,2144.01,2144.01
national_geo,2018-11-25,8847.19,1.0,0.23115577889447236,-0.6631226582407955,0.7485107481711007,0.0,0.0,4708.16,4708.16,0.0,0.0
national_geo,2018-12-02,10379.07,1.0,0.23618090452261306,-0.5680647467311559,0.8229838658936564,0.0,0.0,4238.51,4238.51,2060.72,2060.72
national_geo,2018-12-09,11312.48,1.0,0.24120603015075376,-0.4647231720437684,0.88545602565321,0.0,0.0,5857.92,5857.92,2154.54,2154.54
national_geo,2018-12-16,8226.23,1.0,0.24623115577889448,-0.35460488704253595,0.9350162426854147,0.0,0.0,0.0,0.0,1667.68,1667.68
national_geo,2018-12-23,13966.11,1.0,0.25125628140703515,-0.2393156642875578,0.970941817426052,8209.07,8209.07,6466.58,6466.58,2089.64,2089.64
national_geo,2018-12-30,13460.32,1.0,0.2562814070351759,-0.12053668025532363,0.992708874098054,0.0,0.0,5852.55,5852.55,2339.24,2339.24
national_geo,2019-01-06,15742.61,1.0,0.2613065326633166,6.432490598706546e-16,1.0,8978.39,8978.39,4401.35,4401.35,1997.03,1997.03
national_geo,2019-01-13,10440.98,1.0,0.2663316582914573,0.12053668025532314,0.992708874098054,0.0,0.0,0.0,0.0,2164.28,2164.28
national_geo,2019-01-20,8535.49,1.0,0.271356783919598,0.23931566428755732,0.9709418174260521,0.0,0.0,0.0,0.0,2134.11,2134.11
national_geo,2019-01-27,7801.58,1.0,0.27638190954773867,0.3546048870425355,0.9350162426854148,0.0,0.0,0.0,0.0,1858.5,1858.5
national_geo,2019-02-03,9570.01,1.0,0.2814070351758794,0.46472317204376795,0.8854560256532102,0.0,0.0,3231.46,3231.46,2007.95,2007.95
national_geo,2019-02-10,7854.78,1.0,0.2864321608040201,0.5680647467311555,0.8229838658936566,0.0,0.0,0.0,0.0,1686.6,1686.6
national_geo,2019-02-17,8067.55,1.0,0.2914572864321608,0.6631226582407952,0.7485107481711011,0.0,0.0,0.0,0.0,1909.74,1909.74
national_geo,2019-02-24,7848.26,1.0,0.2964824120603015,0.7485107481711007,0.6631226582407956,0.0,0.0,0.0,0.0,2053.14,2053.14
national_geo,2019-03-03,14012.71,1.0,0.3015075376884422,0.8229838658936558,0.5680647467311567,8655.08,8655.08,4814.95,4814.95,2144.62,2144.62
national_geo,2019-03-10,16127.45,1.0,0.3065326633165829,0.8854560256532099,0.46472317204376845,9280.89,9280.89,4192.35,4192.35,2004.92,2004.92
national_geo,2019-03-17,11636.97,1.0,0.31155778894472363,0.9350162426854147,0.354604887042536,0.0,0.0,0.0,0.0,2144.0,2144.0
national_geo,2019-03-24,8193.65,1.0,0.3165829145728643,0.970941817426052,0.23931566428755785,0.0,0.0,0.0,0.0,1779.42,1779.42
national_geo,2019-03-31,9451.61,1.0,0.32160804020100503,0.9927088740980539,0.12053668025532369,0.0,0.0,4690.89,4690.89,0.0,0.0
national_geo,2019-04-07,11454.02,1.0,0.32663316582914576,1.0,3.061616997868383e-16,0.0,0.0,4766.53,4766.53,2003.86,2003.86
national_geo,2019-04-14,5526.84,1.0,0.3316582914572864,0.992708874098054,-0.12053668025532309,0.0,0.0,0.0,0.0,0.0,0.0
national_geo,2019-04-21,7677.52,1.0,0.33668341708542715,0.9709418174260519,-0.23931566428755813,0.0,0.0,0.0,0.0,1957.17,1957.17
national_geo,2019-04-28,8084.98,1.0,0.3417085427135678,0.9350162426854148,-0.35460488704253545,0.0,0.0,0.0,0.0,1900.2,1900.2
national_geo,2019-05-05,7456.56,1.0,0.34673366834170855,0.8854560256532102,-0.4647231720437679,0.0,0.0,0.0,0.0,2004.27,2004.27
national_geo,2019-05-12,5365.18,1.0,0.35175879396984927,0.8229838658936571,-0.5680647467311547,0.0,0.0,0.0,0.0,0.0,0.0
national_geo,2019-05-19,8134.16,1.0,0.35678391959798994,0.7485107481711012,-0.6631226582407952,0.0,0.0,0.0,0.0,2038.55,2038.55
national_geo,2019-05-26,10065.53,1.0,0.36180904522613067,0.6631226582407956,-0.7485107481711006,0.0,0.0,5929.51,5929.51,1926.99,1926.99
national_geo,2019-06-02,10878.94,1.0,0.36683417085427134,0.5680647467311568,-0.8229838658936557,7530.35,7530.35,0.0,0.0,1641.73,1641.73
national_geo,2019-06-09,11524.63,1.0,0.37185929648241206,0.4647231720437685,-0.8854560256532099,0.0,0.0,2905.4,2905.4,1988.28,1988.28
national_geo,2019-06-16,6563.85,1.0,0.3768844221105528,0.35460488704253607,-0.9350162426854146,0.0,0.0,0.0,0.0,0.0,0.0
national_geo,2019-06-23,14165.57,1.0,0.38190954773869346,0.23931566428755877,-0.9709418174260518,8258.41,8258.41,4869.89,4869.89,1673.52,1673.52
national_geo,2019-06-30,15624.56,1.0,0.3869346733668342,0.12053668025532287,-0.992708874098054,8842.3,8842.3,5093.95,5093.95,1986.57,1986.57
national_geo,2019-07-07,11305.04,1.0,0.39195979899497485,3.6739403974420594e-16,-1.0,0.0,0.0,0.0,0.0,2297.87,2297.87
national_geo,2019-07-14,8245.57,1.0,0.3969849246231156,-0.12053668025532391,-0.9927088740980539,0.0,0.0,0.0,0.0,2104.26,2104.26
national_geo,2019-07-21,7676.64,1.0,0.4020100502512563,-0.23931566428755807,-0.9709418174260519,0.0,0.0,0.0,0.0,2122.39,2122.39
national_geo,2019-07-28,5023.53,1.0,0.40703517587939697,-0.3546048870425354,-0.9350162426854149,0.0,0.0,0.0,0.0,0.0,0.0
national_geo,2019-08-04,8058.85,1.0,0.4120603015075377,-0.46472317204376784,-0.8854560256532102,0.0,0.0,0.0,0.0,2095.38,2095.38
national_geo,2019-08-11,9902.44,1.0,0.41708542713567837,-0.5680647467311561,-0.8229838658936561,0.0,0.0,3583.09,3583.09,2029.69,2029.69
national_geo,2019-08-18,8058.05,1.0,0.4221105527638191,-0.6631226582407951,-0.7485107481711012,0.0,0.0,0.0,0.0,2105.81,2105.81
national_geo,2019-08-25,7498.36,1.0,0.4271356783919598,-0.7485107481711006,-0.6631226582407957,0.0,0.0,0.0,0.0,2084.53,2084.53
national_geo,2019-09-01,12216.8,1.0,0.4321608040201005,-0.8229838658936557,-0.5680647467311568,12357.56,12357.56,4028.9,4028.9,0.0,0.0
national_geo,2019-09-08,11042.8,1.0,0.4371859296482412,-0.885456025653209,-0.4647231720437701,0.0,0.0,5314.82,5314.82,0.0,0.0
national_geo,2019-09-15,10713.92,1.0,0.44221105527638194,-0.9350162426854141,-0.3546048870425378,0.0,0.0,5821.59,5821.59,0.0,0.0
national_geo,2019-09-22,9130.06,1.0,0.4472361809045226,-0.9709418174260522,-0.2393156642875571,0.0,0.0,0.0,0.0,1989.98,1989.98
national_geo,2019-09-29,7325.82,1.0,0.45226130653266333,-0.992708874098054,-0.12053668025532294,0.0,0.0,5800.56,5800.56,0.0,0.0
national_geo,2019-10-06,15292.36,1.0,0.457286432160804,-1.0,-4.286263797015736e-16,12444.89,12444.89,5078.26,5078.26,2262.49,2262.49
national_geo,2019-10-13,11571.92,1.0,0.4623115577889447,-0.9927088740980541,0.12053668025532208,0.0,0.0,0.0,0.0,1828.21,1828.21
national_geo,2019-10-20,10464.3,1.0,0.46733668341708545,-0.9709418174260523,0.23931566428755627,0.0,0.0,3840.58,3840.58,1820.21,1820.21
national_geo,2019-10-27,9229.31,1.0,0.4723618090452261,-0.9350162426854149,0.35460488704253534,0.0,0.0,0.0,0.0,2014.92,2014.92
national_geo,2019-11-03,9964.76,1.0,0.47738693467336685,-0.8854560256532104,0.4647231720437678,0.0,0.0,5194.29,5194.29,1784.58,1784.58
national_geo,2019-11-10,8018.56,1.0,0.4824120603015075,-0.8229838658936562,0.5680647467311561,0.0,0.0,0.0,0.0,1915.07,1915.07
national_geo,2019-11-17,7278.85,1.0,0.48743718592964824,-0.7485107481711012,0.6631226582407951,0.0,0.0,0.0,0.0,1834.01,1834.01
national_geo,2019-11-24,8467.44,1.0,0.49246231155778897,-0.6631226582407957,0.7485107481711006,0.0,0.0,0.0,0.0,2282.23,2282.23
national_geo,2019-12-01,7620.08,1.0,0.49748743718592964,-0.5680647467311554,0.8229838658936567,0.0,0.0,0.0,0.0,2157.16,2157.16
national_geo,2019-12-08,7353.99,1.0,0.5025125628140703,-0.4647231720437686,0.8854560256532099,0.0,0.0,4217.37,4217.37,0.0,0.0
national_geo,2019-12-15,12947.48,1.0,0.507537688442211,-0.3546048870425362,0.9350162426854146,7304.48,7304.48,4889.61,4889.61,1921.76,1921.76
national_geo,2019-12-22,10250.78,1.0,0.5125628140703518,-0.2393156642875589,0.9709418174260518,0.0,0.0,0.0,0.0,2188.18,2188.18
national_geo,2019-12-29,13096.57,1.0,0.5175879396984925,-0.12053668025532475,0.9927088740980538,11938.79,11938.79,0.0,0.0,2081.04,2081.04
national_geo,2020-01-05,10843.3,1.0,0.5226130653266332,1.2864981197413093e-15,1.0,0.0,0.0,0.0,0.0,2099.61,2099.61
national_geo,2020-01-12,9702.32,1.0,0.5276381909547738,0.12053668025532378,0.9927088740980539,0.0,0.0,0.0,0.0,1994.76,1994.76
national_geo,2020-01-19,11509.72,1.0,0.5326633165829145,0.23931566428755793,0.970941817426052,9172.76,9172.76,0.0,0.0,1662.35,1662.35
national_geo,2020-01-26,10862.91,1.0,0.5376884422110553,0.3546048870425353,0.9350162426854149,0.0,0.0,7021.04,7021.04,0.0,0.0
national_geo,2020-02-02,14894.3,1.0,0.542713567839196,0.46472317204376773,0.8854560256532104,13845.88,13845.88,0.0,0.0,1893.5,1893.5
national_geo,2020-02-09,12071.16,1.0,0.5477386934673367,0.5680647467311546,0.8229838658936572,0.0,0.0,2798.56,2798.56,2129.01,2129.01
national_geo,2020-02-16,16592.25,1.0,0.5527638190954773,0.663122658240795,0.7485107481711013,13735.12,13735.12,5199.3,5199.3,2202.37,2202.37
national_geo,2020-02-23,12441.24,1.0,0.5577889447236181,0.7485107481711005,0.6631226582407957,0.0,0.0,0.0,0.0,1868.41,1868.41
national_geo,2020-03-01,12279.8,1.0,0.5628140703517588,0.8229838658936556,0.5680647467311569,0.0,0.0,4482.48,4482.48,2093.68,2093.68
national_geo,2020-03-08,6790.08,1.0,0.5678391959798995,0.8854560256532098,0.4647231720437687,0.0,0.0,0.0,0.0,0.0,0.0
national_geo,2020-03-15,11909.22,1.0,0.5728643216080402,0.9350162426854146,0.35460488704253623,9463.99,9463.99,4560.81,4560.81,0.0,0.0
national_geo,2020-03-22,13496.33,1.0,0.5778894472361809,0.9709418174260521,0.23931566428755724,0.0,0.0,5181.34,5181.34,2336.38,2336.38
national_geo,2020-03-29,12297.33,1.0,0.5829145728643216,0.992708874098054,0.12053668025532305,0.0,0.0,4497.18,4497.18,1829.48,1829.48
national_geo,2020-04-05,6378.02,1.0,0.5879396984924623,1.0,5.51091059616309e-16,0.0,0.0,0.0,0.0,0.0,0.0
national_geo,2020-04-12,14447.22,1.0,0.592964824120603,0.9927088740980541,-0.12053668025532197,11228.16,11228.16,4039.5,4039.5,1997.77,1997.77
national_geo,2020-04-19,14199.63,1.0,0.5979899497487438,0.9709418174260525,-0.23931566428755616,11844.41,11844.41,0.0,0.0,2002.3,2002.3
national_geo,2020-04-26,8818.6,1.0,0.6030150753768844,0.9350162426854156,-0.35460488704253357,0.0,0.0,0.0,0.0,0.0,0.0
national_geo,2020-05-03,11735.1,1.0,0.6080402010050251,0.8854560256532096,-0.46472317204376923,0.0,0.0,5251.48,5251.48,1881.76,1881.76
national_geo,2020-05-10,10804.46,1.0,0.6130653266331658,0.8229838658936562,-0.568064746731156,10596.48,10596.48,0.0,0.0,0.0,0.0
national_geo,2020-05-17,10008.84,1.0,0.6180904522613065,0.7485107481711013,-0.663122658240795,0.0,0.0,0.0,0.0,2065.39,2065.39
national_geo,2020-05-24,13038.94,1.0,0.6231155778894473,0.6631226582407959,-0.7485107481711005,8610.86,8610.86,0.0,0.0,2066.01,2066.01
national_geo,2020-05-31,12997.57,1.0,0.628140703517588,0.5680647467311569,-0.8229838658936556,0.0,0.0,4290.27,4290.27,2445.19,2445.19
national_geo,2020-06-07,13131.68,1.0,0.6331658291457286,0.46472317204376873,-0.8854560256532098,9129.69,9129.69,0.0,0.0,2274.2,2274.2
national_geo,2020-06-14,14703.9,1.0,0.6381909547738693,0.3546048870425363,-0.9350162426854146,13698.53,13698.53,5994.39,5994.39,0.0,0.0
national_geo,2020-06-21,17668.34,1.0,0.6432160804020101,0.23931566428755902,-0.9709418174260517,11344.59,11344.59,6319.14,6319.14,2064.97,2064.97
national_geo,2020-06-28,13267.43,1.0,0.6482412060301508,0.12053668025532488,-0.9927088740980538,0.0,0.0,0.0,0.0,2199.42,2199.42
national_geo,2020-07-05,8106.56,1.0,0.6532663316582915,6.123233995736766e-16,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
national_geo,2020-07-12,11182.44,1.0,0.6582914572864321,-0.12053668025532366,-0.992708874098054,0.0,0.0,5496.0,5496.0,1986.07,1986.07
national_geo,2020-07-19,10886.67,1.0,0.6633165829145728,-0.23931566428755782,-0.970941817426052,0.0,0.0,5771.41,5771.41,2010.31,2010.31
national_geo,2020-07-26,11160.91,1.0,0.6683417085427136,-0.3546048870425352,-0.9350162426854149,0.0,0.0,6029.44,6029.44,2173.46,2173.46
national_geo,2020-08-02,7160.31,1.0,0.6733668341708543,-0.4647231720437692,-0.8854560256532096,0.0,0.0,0.0,0.0,1830.34,1830.34
national_geo,2020-08-09,14452.13,1.0,0.678391959798995,-0.5680647467311545,-0.8229838658936572,11352.87,11352.87,4575.68,4575.68,1934.87,1934.87
national_geo,2020-08-16,11189.87,1.0,0.6834170854271356,-0.663122658240795,-0.7485107481711013,0.0,0.0,5862.6,5862.6,0.0,0.0
national_geo,2020-08-23,15012.92,1.0,0.6884422110552764,-0.7485107481711016,-0.6631226582407945,9583.4,9583.4,2344.38,2344.38,2062.29,2062.29
national_geo,2020-08-30,8606.27,1.0,0.6934673366834171,-0.8229838658936556,-0.568064746731157,0.0,0.0,0.0,0.0,0.0,0.0
national_geo,2020-09-06,5991.27,1.0,0.6984924623115578,-0.8854560256532098,-0.4647231720437688,0.0,0.0,0.0,0.0,0.0,0.0
national_geo,2020-09-13,8239.06,1.0,0.7035175879396985,-0.935016242685414,-0.354604887042538,0.0,0.0,0.0,0.0,2194.51,2194.51
national_geo,2020-09-20,5561.95,1.0,0.7085427135678392,-0.9709418174260517,-0.23931566428755907,0.0,0.0,0.0,0.0,0.0,0.0
national_geo,2020-09-27,9797.26,1.0,0.7135678391959799,-0.992708874098054,-0.12053668025532317,0.0,0.0,3970.06,3970.06,2081.28,2081.28
national_geo,2020-10-04,14673.81,1.0,0.7185929648241206,-1.0,1.1028010998692062e-15,11270.06,11270.06,4650.06,4650.06,1961.36,1961.36
national_geo,2020-10-11,11598.35,1.0,0.7236180904522613,-0.9927088740980542,0.12053668025532184,0.0,0.0,0.0,0.0,2151.15,2151.15
national_geo,2020-10-18,13368.12,1.0,0.7286432160804021,-0.970941817426052,0.23931566428755777,11888.96,11888.96,0.0,0.0,1892.17,1892.17
national_geo,2020-10-25,14428.14,1.0,0.7336683417085427,-0.9350162426854156,0.35460488704253346,8174.36,8174.36,7696.22,7696.22,0.0,0.0
national_geo,2020-11-01,11172.84,1.0,0.7386934673366834,-0.8854560256532104,0.46472317204376756,0.0,0.0,4926.08,4926.08,0.0,0.0
national_geo,2020-11-08,6340.56,1.0,0.7437185929648241,-0.8229838658936564,0.5680647467311559,0.0,0.0,0.0,0.0,0.0,0.0
national_geo,2020-11-15,8095.38,1.0,0.7487437185929648,-0.7485107481711025,0.6631226582407935,0.0,0.0,0.0,0.0,1769.21,1769.21
national_geo,2020-11-22,9268.66,1.0,0.7537688442211056,-0.663122658240796,0.7485107481711004,0.0,0.0,3981.96,3981.96,1930.41,1930.41
national_geo,2020-11-29,4532.33,1.0,0.7587939698492462,-0.5680647467311556,0.8229838658936566,0.0,0.0,0.0,0.0,0.0,0.0
national_geo,2020-12-06,10982.62,1.0,0.7638190954773869,-0.4647231720437704,0.8854560256532089,0.0,0.0,5382.73,5382.73,1793.47,1793.47
national_geo,2020-12-13,8447.64,1.0,0.7688442211055276,-0.35460488704253645,0.9350162426854145,0.0,0.0,0.0,0.0,1912.65,1912.65
national_geo,2020-12-20,7617.05,1.0,0.7738693467336684,-0.2393156642875574,0.9709418174260521,0.0,0.0,6096.35,6096.35,0.0,0.0
national_geo,2020-12-27,7610.02,1.0,0.7788944723618091,-0.120536680255325,0.9927088740980538,0.0,0.0,0.0,0.0,1918.79,1918.79
national_geo,2021-01-03,7849.88,1.0,0.7839195979899497,-7.347880794884119e-16,1.0,0.0,0.0,0.0,0.0,1892.95,1892.95
national_geo,2021-01-10,7104.61,1.0,0.7889447236180904,0.12053668025532001,0.9927088740980544,0.0,0.0,0.0,0.0,2005.08,2005.08
national_geo,2021-01-17,8447.4,1.0,0.7939698492462312,0.23931566428755943,0.9709418174260516,0.0,0.0,0.0,0.0,2230.84,2230.84
national_geo,2021-01-24,7885.48,1.0,0.7989949748743719,0.35460488704253507,0.935016242685415,0.0,0.0,0.0,0.0,2034.5,2034.5
national_geo,2021-01-31,9992.42,1.0,0.8040201005025126,0.46472317204376906,0.8854560256532096,0.0,0.0,3820.84,3820.84,2004.21,2004.21
national_geo,2021-02-07,11322.95,1.0,0.8090452261306532,0.5680647467311544,0.8229838658936574,0.0,0.0,6301.43,6301.43,2019.89,2019.89
national_geo,2021-02-14,15977.27,1.0,0.8140703517587939,0.6631226582407949,0.7485107481711014,11898.84,11898.84,5895.26,5895.26,2045.48,2045.48
national_geo,2021-02-21,14259.48,1.0,0.8190954773869347,0.7485107481710992,0.6631226582407973,10175.1,10175.1,0.0,0.0,1796.65,1796.65
national_geo,2021-02-28,12886.05,1.0,0.8241206030150754,0.8229838658936555,0.5680647467311571,0.0,0.0,3667.79,3667.79,1977.04,1977.04
national_geo,2021-03-07,9131.86,1.0,0.8291457286432161,0.885456025653208,0.464723172043772,0.0,0.0,3031.38,3031.38,0.0,0.0
national_geo,2021-03-14,10953.39,1.0,0.8341708542713567,0.9350162426854152,0.35460488704253484,0.0,0.0,4339.94,4339.94,1725.85,1725.85
national_geo,2021-03-21,8574.23,1.0,0.8391959798994975,0.9709418174260526,0.23931566428755574,0.0,0.0,0.0,0.0,2173.13,2173.13
national_geo,2021-03-28,14958.05,1.0,0.8442211055276382,0.992708874098054,0.1205366802553233,12376.06,12376.06,5498.69,5498.69,2216.28,2216.28
national_geo,2021-04-04,13543.21,1.0,0.8492462311557789,1.0,-9.803364199544708e-16,0.0,0.0,6047.97,6047.97,1873.72,1873.72
national_geo,2021-04-11,13867.08,1.0,0.8542713567839196,0.9927088740980542,-0.12053668025532172,11841.72,11841.72,0.0,0.0,1951.73,1951.73
national_geo,2021-04-18,13854.92,1.0,0.8592964824120602,0.970941817426052,-0.23931566428755766,0.0,0.0,6742.67,6742.67,1824.36,1824.36
national_geo,2021-04-25,10895.22,1.0,0.864321608040201,0.9350162426854157,-0.35460488704253335,0.0,0.0,0.0,0.0,2139.88,2139.88
national_geo,2021-05-02,7854.4,1.0,0.8693467336683417,0.8854560256532105,-0.46472317204376745,0.0,0.0,0.0,0.0,1787.76,1787.76
national_geo,2021-05-09,7405.54,1.0,0.8743718592964824,0.8229838658936584,-0.5680647467311528,0.0,0.0,0.0,0.0,1955.5,1955.5
national_geo,2021-05-16,7705.26,1.0,0.8793969849246231,0.7485107481711026,-0.6631226582407934,0.0,0.0,4111.03,4111.03,0.0,0.0
national_geo,2021-05-23,10888.41,1.0,0.8844221105527639,0.6631226582407987,-0.7485107481710981,0.0,0.0,5242.12,5242.12,2010.19,2010.19
national_geo,2021-05-30,7715.63,1.0,0.8894472361809045,0.5680647467311557,-0.8229838658936565,0.0,0.0,0.0,0.0,1641.15,1641.15
national_geo,2021-06-06,10581.72,1.0,0.8944723618090452,0.46472317204376734,-0.8854560256532106,0.0,0.0,5936.74,5936.74,2265.29,2265.29
national_geo,2021-06-13,11218.58,1.0,0.8994974874371859,0.35460488704253657,-0.9350162426854145,0.0,0.0,6412.33,6412.33,1807.08,1807.08
national_geo,2021-06-20,12789.7,1.0,0.9045226130653267,0.23931566428755752,-0.9709418174260521,9292.01,9292.01,0.0,0.0,2011.98,2011.98
national_geo,2021-06-27,9923.23,1.0,0.9095477386934674,0.12053668025532512,-0.9927088740980538,0.0,0.0,0.0,0.0,1957.5,1957.5
national_geo,2021-07-04,9781.83,1.0,0.914572864321608,8.572527594031472e-16,-1.0,0.0,0.0,2760.4,2760.4,1847.58,1847.58
