geo,time,metric,expected,baseline,actual
national_geo,2019-06-30,ci_hi,16012.539,5145.775,15624.56
national_geo,2019-07-07,mean,11494.936,4861.356,11305.04
national_geo,2019-07-07,ci_lo,11240.365,4583.851,11305.04
national_geo,2019-07-07,ci_hi,11757.17,5125.88,11305.04
national_geo,2019-07-14,mean,9304.202,4842.439,8245.57
national_geo,2019-07-14,ci_lo,9084.271,4563.703,8245.57
national_geo,2019-07-14,ci_hi,9534.798,5112.668,8245.57
national_geo,2019-07-21,mean,8377.847,4824.2637,7676.64
national_geo,2019-07-21,ci_lo,8159.5645,4549.245,7676.64
national_geo,2019-07-21,ci_hi,8603.532,5096.799,7676.64
national_geo,2019-07-28,mean,5344.134,4806.8247,5023.53
national_geo,2019-07-28,ci_lo,5103.3926,4529.479,5023.53
national_geo,2019-07-28,ci_hi,5588.3403,5080.0312,5023.53
national_geo,2019-08-04,mean,7623.442,4790.126,8058.85
national_geo,2019-08-04,ci_lo,7406.4795,4508.0415,8058.85
national_geo,2019-08-04,ci_hi,7848.579,5063.817,8058.85
national_geo,2019-08-11,mean,9633.376,4774.1304,9902.44
national_geo,2019-08-11,ci_lo,9405.152,4487.1187,9902.44
national_geo,2019-08-11,ci_hi,9873.834,5052.048,9902.44
national_geo,2019-08-18,mean,7985.08,4758.829,8058.05
national_geo,2019-08-18,ci_lo,7772.41,4470.63,8058.05
national_geo,2019-08-18,ci_hi,8209.429,5044.0225,8058.05
national_geo,2019-08-25,mean,7529.7754,4744.1646,7498.36
national_geo,2019-08-25,ci_lo,7300.32,4452.45,7498.36
national_geo,2019-08-25,ci_hi,7764.28,5036.063,7498.36
national_geo,2019-09-01,mean,12159.448,4730.094,12216.8
national_geo,2019-09-01,ci_lo,11868.6,4435.734,12216.8
national_geo,2019-09-01,ci_hi,12452.202,5029.7075,12216.8
national_geo,2019-09-08,mean,10651.108,4716.564,11042.8
national_geo,2019-09-08,ci_lo,10379.599,4416.258,11042.8
national_geo,2019-09-08,ci_hi,10922.313,5021.4883,11042.8
national_geo,2019-09-15,mean,9575.233,4703.4995,10713.92
national_geo,2019-09-15,ci_lo,9285.281,4390.992,10713.92
national_geo,2019-09-15,ci_hi,9866.41,5023.195,10713.92
national_geo,2019-09-22,mean,8916.231,4690.8384,9130.06
national_geo,2019-09-22,ci_lo,8634.73,4358.2427,9130.06
national_geo,2019-09-22,ci_hi,9193.6,5025.4976,9130.06
national_geo,2019-09-29,mean,8250.006,4678.5015,7325.82
national_geo,2019-09-29,ci_lo,7947.359,4324.017,7325.82
national_geo,2019-09-29,ci_hi,8559.494,5038.189,7325.82
national_geo,2019-10-06,mean,15675.277,4695.5703,15292.36
national_geo,2019-10-06,ci_lo,15382.187,4364.1816,15292.36
national_geo,2019-10-06,ci_hi,15974.849,5027.0986,15292.36
national_geo,2019-10-13,mean,10924.866,4712.816,11571.92
national_geo,2019-10-13,ci_lo,10651.209,4397.1855,11571.92
national_geo,2019-10-13,ci_hi,11196.11,5027.811,11571.92
national_geo,2019-10-20,mean,11083.542,4730.1055,10464.3
national_geo,2019-10-20,ci_lo,10843.69,4426.191,10464.3
national_geo,2019-10-20,ci_hi,11330.361,5033.938,10464.3
national_geo,2019-10-27,mean,8706.282,4747.382,9229.31
national_geo,2019-10-27,ci_lo,8491.244,4448.92,9229.31
national_geo,2019-10-27,ci_hi,8924.654,5041.644,9229.31
national_geo,2019-11-03,mean,10416.343,4764.5376,9964.76
national_geo,2019-11-03,ci_lo,10197.427,4470.633,9964.76
national_geo,2019-11-03,ci_hi,10633.82,5053.8022,9964.76
national_geo,2019-11-10,mean,8216.899,4781.493,8018.56
national_geo,2019-11-10,ci_lo,8005.2935,4490.591,8018.56
national_geo,2019-11-10,ci_hi,8434.955,5062.4204,8018.56
national_geo,2019-11-17,mean,7504.0117,4798.1743,7278.85
national_geo,2019-11-17,ci_lo,7291.6196,4511.809,7278.85
national_geo,2019-11-17,ci_hi,7722.614,5078.926,7278.85
national_geo,2019-11-24,mean,7699.5156,4814.4663,8467.44
national_geo,2019-11-24,ci_lo,7468.4536,4529.923,8467.44
national_geo,2019-11-24,ci_hi,7930.8765,5096.352,8467.44
national_geo,2019-12-01,mean,7588.8486,4830.331,7620.08
national_geo,2019-12-01,ci_lo,7357.092,4544.382,7620.08
national_geo,2019-12-01,ci_hi,7820.83,5117.3843,7620.08
national_geo,2019-12-08,mean,7378.343,4845.674,7353.99
national_geo,2019-12-08,ci_lo,7109.795,4557.4307,7353.99
national_geo,2019-12-08,ci_hi,7646.4897,5136.5596,7353.99
national_geo,2019-12-15,mean,13661.204,4860.4556,12947.48
national_geo,2019-12-15,ci_lo,13389.8125,4571.494,12947.48
national_geo,2019-12-15,ci_hi,13921.971,5151.0713,12947.48
national_geo,2019-12-22,mean,10180.278,4874.607,10250.78
national_geo,2019-12-22,ci_lo,9942.494,4583.208,10250.78
national_geo,2019-12-22,ci_hi,10412.662,5169.0317,10250.78
national_geo,2019-12-29,mean,13037.329,4888.0986,13096.57
national_geo,2019-12-29,ci_lo,12812.418,4591.2935,13096.57
national_geo,2019-12-29,ci_hi,13260.64,5189.637,13096.57
national_geo,2020-01-05,mean,10700.083,4900.8765,10843.3
national_geo,2020-01-05,ci_lo,10471.846,4593.4165,10843.3
national_geo,2020-01-05,ci_hi,10933.077,5204.667,10843.3
national_geo,2020-01-12,mean,9174.679,4912.9443,9702.32
national_geo,2020-01-12,ci_lo,8936.011,4594.676,9702.32
national_geo,2020-01-12,ci_hi,9413.193,5234.2183,9702.32
national_geo,2020-01-19,mean,11742.43,4924.269,11509.72
national_geo,2020-01-19,ci_lo,11481.4375,4585.0195,11509.72
national_geo,2020-01-19,ci_hi,12010.647,5262.647,11509.72
national_geo,2020-01-26,mean,10941.571,4934.8613,10862.91
national_geo,2020-01-26,ci_lo,10638.689,4576.2983,10862.91
national_geo,2020-01-26,ci_hi,11246.077,5292.328,10862.91
national_geo,2020-02-02,mean,14337.097,4944.7114,14894.3
national_geo,2020-02-02,ci_lo,14002.192,4560.088,14894.3
national_geo,2020-02-02,ci_hi,14663.137,5328.0884,14894.3
national_geo,2020-02-09,mean,13092.688,4942.5454,12071.16
national_geo,2020-02-09,ci_lo,12823.247,4580.7954,12071.16
national_geo,2020-02-09,ci_hi,13368.857,5303.248,12071.16
national_geo,2020-02-16,mean,16965.193,4939.7065,16592.25
national_geo,2020-02-16,ci_lo,16655.406,4595.0474,16592.25
national_geo,2020-02-16,ci_hi,17275.027,5282.43,16592.25
national_geo,2020-02-23,mean,11976.779,4936.2227,12441.24
national_geo,2020-02-23,ci_lo,11734.611,4599.967,12441.24
national_geo,2020-02-23,ci_hi,12225.129,5269.6953,12441.24
national_geo,2020-03-01,mean,12259.627,4932.134,12279.8
national_geo,2020-03-01,ci_lo,12021.518,4604.661,12279.8
national_geo,2020-03-01,ci_hi,12496.244,5259.703,12279.8
national_geo,2020-03-08,mean,6745.8794,4927.5215,6790.08
national_geo,2020-03-08,ci_lo,6497.68,4610.0537,6790.08
national_geo,2020-03-08,ci_hi,6993.2104,5247.097,6790.08
national_geo,2020-03-15,mean,11936.961,4922.427,11909.22
national_geo,2020-03-15,ci_lo,11670.041,4602.7314,11909.22
national_geo,2020-03-15,ci_hi,12198.347,5246.9077,11909.22
national_geo,2020-03-22,mean,13273.943,4916.9424,13496.33
national_geo,2020-03-22,ci_lo,13049.29,4599.1963,13496.33
national_geo,2020-03-22,ci_hi,13493.149,5240.9385,13496.33
national_geo,2020-03-29,mean,11611.845,4911.1206,12297.33
national_geo,2020-03-29,ci_lo,11400.615,4588.874,12297.33
national_geo,2020-03-29,ci_hi,11824.392,5236.513,12297.33
national_geo,2020-04-05,mean,6400.4053,4905.0806,6378.02
national_geo,2020-04-05,ci_lo,6147.39,4578.6084,6378.02
national_geo,2020-04-05,ci_hi,6649.481,5229.768,6378.02
national_geo,2020-04-12,mean,14683.53,4898.882,14447.22
national_geo,2020-04-12,ci_lo,14440.474,4567.982,14447.22
national_geo,2020-04-12,ci_hi,14926.453,5224.987,14447.22
national_geo,2020-04-19,mean,14345.987,4892.613,14199.63
national_geo,2020-04-19,ci_lo,14096.877,4558.973,14199.63
national_geo,2020-04-19,ci_hi,14598.04,5219.211,14199.63
national_geo,2020-04-26,mean,8880.556,4886.378,8818.6
national_geo,2020-04-26,ci_lo,8628.159,4547.3145,8818.6
national_geo,2020-04-26,ci_hi,9132.105,5217.032,8818.6
national_geo,2020-05-03,mean,12226.101,4880.2476,11735.1
national_geo,2020-05-03,ci_lo,11993.075,4538.855,11735.1
national_geo,2020-05-03,ci_hi,12463.371,5211.6396,11735.1
national_geo,2020-05-10,mean,10721.567,4874.3306,10804.46
national_geo,2020-05-10,ci_lo,10465.959,4525.7124,10804.46
national_geo,2020-05-10,ci_hi,10971.177,5212.1094,10804.46
national_geo,2020-05-17,mean,10506.058,4868.6846,10008.84
national_geo,2020-05-17,ci_lo,10253.992,4508.7227,10008.84
national_geo,2020-05-17,ci_hi,10759.166,5213.0845,10008.84
national_geo,2020-05-24,mean,12288.353,4863.421,13038.94
national_geo,2020-05-24,ci_lo,12018.542,4486.983,13038.94
national_geo,2020-05-24,ci_hi,12553.191,5223.832,13038.94
national_geo,2020-05-31,mean,12915.851,4858.5854,12997.57
national_geo,2020-05-31,ci_lo,12619.67,4464.2524,12997.57
national_geo,2020-05-31,ci_hi,13218.169,5233.994,12997.57
national_geo,2020-06-07,mean,13079.734,4854.271,13131.68
national_geo,2020-06-07,ci_lo,12781.542,4438.1123,13131.68
national_geo,2020-06-07,ci_hi,13381.6,5251.7793,13131.68
national_geo,2020-06-14,mean,14760.016,4838.7344,14703.9
national_geo,2020-06-14,ci_lo,14434.054,4446.3496,14703.9
national_geo,2020-06-14,ci_hi,15079.854,5213.484,14703.9
national_geo,2020-06-21,mean,17890.447,4823.8027,17668.34
national_geo,2020-06-21,ci_lo,17530.965,4443.9434,17668.34
national_geo,2020-06-21,ci_hi,18246.22,5186.992,17668.34
national_geo,2020-06-28,mean,12805.303,4809.5415,13267.43
national_geo,2020-06-28,ci_lo,12538.138,4443.1997,13267.43
national_geo,2020-06-28,ci_hi,13084.729,5158.358,13267.43
national_geo,2020-07-05,mean,7506.944,4795.9927,8106.56
national_geo,2020-07-05,ci_lo,7238.4424,4436.8447,8106.56
national_geo,2020-07-05,ci_hi,7775.9517,5136.6704,8106.56
national_geo,2020-07-12,mean,11486.361,4783.1533,11182.44
national_geo,2020-07-12,ci_lo,11249.129,4428.649,11182.44
national_geo,2020-07-12,ci_hi,11731.89,5115.38,11182.44
national_geo,2020-07-19,mean,11327.454,4771.07,10886.67
national_geo,2020-07-19,ci_lo,11096.571,4423.7427,10886.67
national_geo,2020-07-19,ci_hi,11565.671,5099.607,10886.67
national_geo,2020-07-26,mean,11263.868,4759.704,11160.91
national_geo,2020-07-26,ci_lo,11007.318,4422.347,11160.91
national_geo,2020-07-26,ci_hi,11530.638,5079.0884,11160.91
national_geo,2020-08-02,mean,8317.536,4749.075,7160.31
national_geo,2020-08-02,ci_lo,8055.9707,4417.4263,7160.31
national_geo,2020-08-02,ci_hi,8600.462,5062.6035,7160.31
national_geo,2020-08-09,mean,14654.356,4739.182,14452.13
national_geo,2020-08-09,ci_lo,14406.328,4411.261,14452.13
national_geo,2020-08-09,ci_hi,14899.53,5048.5483,14452.13
national_geo,2020-08-16,mean,10810.866,4729.9424,11189.87
national_geo,2020-08-16,ci_lo,10573.916,4406.0884,11189.87
national_geo,2020-08-16,ci_hi,11052.867,5034.323,11189.87
national_geo,2020-08-23,mean,14410.829,4721.3667,15012.92
national_geo,2020-08-23,ci_lo,14182.537,4405.023,15012.92
national_geo,2020-08-23,ci_hi,14634.724,5017.4087,15012.92
national_geo,2020-08-30,mean,8145.002,4713.3735,8606.27
national_geo,2020-08-30,ci_lo,7903.408,4400.3604,8606.27
national_geo,2020-08-30,ci_hi,8381.592,5006.2,8606.27
national_geo,2020-09-06,mean,6305.3506,4705.925,5991.27
national_geo,2020-09-06,ci_lo,6051.227,4394.684,5991.27
national_geo,2020-09-06,ci_hi,6550.2666,4997.324,5991.27
national_geo,2020-09-13,mean,8188.958,4698.9526,8239.06
national_geo,2020-09-13,ci_lo,7947.964,4389.483,8239.06
national_geo,2020-09-13,ci_hi,8435.559,4989.174,8239.06
national_geo,2020-09-20,mean,5195.8354,4692.373,5561.95
national_geo,2020-09-20,ci_lo,4926.825,4378.853,5561.95
national_geo,2020-09-20,ci_hi,5463.5605,4984.203,5561.95
national_geo,2020-09-27,mean,9802.148,4686.113,9797.26
national_geo,2020-09-27,ci_lo,9522.923,4363.9727,9797.26
